wavenumber,transmittance
725.8014,0.484367
723.2213,0.533325
720.6411,0.570927
718.0610,0.550923
715.4808,0.546941
712.9007,0.561675
710.3206,0.586670
707.7404,0.614841
705.1603,0.646720
702.5801,0.666432
700.0000,0.677398
