wavenumber,transmittance
3135.6866,91.256561
3133.7582,91.430298
3131.8297,91.549072
3129.9012,91.650490
3127.9728,91.759712
3126.0443,91.883965
3124.1158,92.057922
3122.1874,92.129227
3120.2589,92.090317
3118.3304,92.150032
3116.4020,92.179840
3114.4735,92.239708
3112.5450,92.394394
3110.6166,92.549530
3108.6881,92.514091
3106.7596,92.789803
3104.8312,93.219734
3102.9027,93.360764
3100.9742,93.183449
3099.0458,93.270081
3097.1173,93.730743
3095.1888,93.985336
3093.2604,93.754021
3091.3319,93.674896
3089.4034,94.027260
3087.4750,94.223480
3085.5465,94.275955
3083.6180,94.475960
3081.6896,94.515862
3079.7611,94.439583
3077.8326,94.619537
3075.9042,94.904327
3073.9757,95.003586
3072.0472,95.173332
3070.1188,95.379227
3068.1903,95.413124
3066.2618,95.481346
3064.3334,95.664108
3062.4049,95.765167
3060.4765,95.867813
3058.5480,95.911880
3056.6195,96.103394
3054.6911,96.313194
3052.7626,96.395462
3050.8341,96.528580
3048.9057,96.571228
3046.9772,96.713539
3045.0487,96.782539
3043.1203,96.851646
3041.1918,96.847275
3039.2633,96.970840
3037.3349,97.246140
3035.4064,97.570999
3033.4779,97.778961
3031.5495,97.691666
3029.6210,97.569817
3027.6925,97.634811
3025.7641,97.717278
3023.8356,97.865067
3021.9071,98.087814
3019.9787,98.302055
3018.0502,98.376099
3016.1217,98.589279
3014.1933,98.621384
3012.2648,98.601578
3010.3363,98.678940
3008.4079,98.703079
3006.4794,98.945000
3004.5509,99.166733
3002.6225,99.080429
3000.6940,98.961716
2998.7655,99.173653
2996.8371,99.363052
2994.9086,99.324127
2992.9801,99.377213
2991.0517,99.606293
2989.1232,99.697777
2987.1947,99.493484
2985.2663,99.335411
2983.3378,99.288696
2981.4093,99.152710
2979.4809,98.853104
2977.5524,98.869591
2975.6239,99.010452
2973.6955,99.018097
2971.7670,98.873276
2969.8385,98.665421
2967.9101,98.618156
2965.9816,98.404442
2964.0531,98.152946
2962.1247,97.943848
2960.1962,97.832695
2958.2677,97.887985
2956.3393,97.667282
2954.4108,97.482727
2952.4823,97.707451
2950.5539,97.944473
2948.6254,97.873528
2946.6969,97.673660
2944.7685,97.588280
2942.8400,97.448608
2940.9115,97.325996
2938.9831,97.215096
2937.0546,96.941330
2935.1261,96.827942
2933.1977,96.924133
2931.2692,96.815826
2929.3407,96.614494
2927.4123,96.520607
2925.4838,96.523720
2923.5553,96.485870
2921.6269,96.455406
2919.6984,96.403023
2917.7699,96.234940
2915.8415,96.086754
2913.9130,96.439316
2911.9845,96.843369
2910.0561,97.147202
2908.1276,97.376991
2906.1991,97.512878
2904.2707,97.399948
2902.3422,97.432610
2900.4137,97.701485
2898.4853,97.911957
2896.5568,97.928780
2894.6283,97.904564
2892.6999,98.017487
2890.7714,98.072838
2888.8429,98.011955
2886.9145,97.950638
2884.9860,98.138039
2883.0575,98.355797
2881.1291,98.355270
2879.2006,98.270874
2877.2721,98.359039
2875.3437,98.312149
2873.4152,98.146774
2871.4867,98.158897
2869.5583,98.348488
2867.6298,98.351212
2865.7013,98.347458
2863.7729,98.409515
2861.8444,98.360291
2859.9159,98.252365
2857.9875,98.071411
2856.0590,97.883812
2854.1305,97.728500
2852.2021,97.700287
2850.2736,97.717850
2848.3451,97.661331
2846.4167,98.002197
2844.4882,98.398819
2842.5597,98.557915
2840.6313,98.680046
2838.7028,98.755272
2836.7743,98.845718
2834.8459,99.059235
2832.9174,99.080994
2830.9889,99.188820
2829.0605,99.382172
2827.1320,99.485298
2825.2035,99.457520
2823.2751,99.428558
2821.3466,99.465744
2819.4181,99.426247
2817.4897,99.442123
2815.5612,99.660149
2813.6327,99.714279
2811.7043,99.583946
2809.7758,99.544205
2807.8473,99.531822
2805.9189,99.596153
2803.9904,99.636841
2802.0619,99.709549
2800.1335,99.658203
2798.2050,99.571167
2796.2765,99.606415
2794.3481,99.794930
2792.4196,99.719116
2790.4911,99.639984
2788.5627,99.808945
2786.6342,99.903831
2784.7057,99.851494
2782.7773,99.842163
2780.8488,99.845245
2778.9203,99.784813
2776.9919,99.726181
2775.0634,99.725502
2773.1349,99.745049
2771.2065,99.768478
2769.2780,99.911606
2767.3495,99.902756
2765.4211,99.776230
2763.4926,99.707397
2761.5641,99.707390
2759.6357,99.750793
2757.7072,99.794937
2755.7787,99.728416
2753.8503,99.643166
2751.9218,99.781868
2749.9933,99.951859
2748.0649,99.940720
2746.1364,99.898315
2744.2079,99.825752
2742.2795,99.861008
2740.3510,99.906334
2738.4225,100.003204
2736.4941,100.099098
2734.5656,100.016396
2732.6371,99.810905
2730.7087,99.840508
2728.7802,99.873093
2726.8517,99.959923
2724.9233,100.193985
2722.9948,100.294106
2721.0663,100.172409
2719.1379,100.050453
2717.2094,100.030548
2715.2809,100.122398
2713.3525,100.147476
2711.4240,100.105103
2709.4955,99.980675
2707.5671,99.949638
2705.6386,100.153427
2703.7101,100.266785
2701.7817,100.262001
2699.8532,100.226143
2697.9247,100.219215
2695.9963,100.241707
2694.0678,100.201485
2692.1393,100.212929
2690.2109,100.266273
2688.2824,100.300568
2686.3539,100.325562
2684.4255,100.349007
2682.4970,100.285614
2680.5685,100.287384
2678.6401,100.355888
2676.7116,100.379082
2674.7831,100.293961
2672.8547,100.211800
2670.9262,100.229370
2668.9977,100.235001
2667.0693,100.257828
2665.1408,100.336754
2663.2123,100.236496
2661.2839,100.169151
2659.3554,100.233238
2657.4269,100.084579
2655.4985,100.017487
2653.5700,100.112030
2651.6415,100.145294
2649.7131,100.081909
2647.7846,100.049622
2645.8561,99.918610
2643.9277,99.914520
2641.9992,99.915192
2640.0707,99.937843
2638.1423,100.009804
2636.2138,99.988129
2634.2853,99.968147
2632.3569,100.030411
2630.4284,100.111641
2628.4999,100.055191
2626.5715,99.795380
2624.6430,100.009773
2622.7145,100.218231
2620.7861,100.194534
2618.8576,100.143929
2616.9291,100.111542
2615.0007,100.081184
2613.0722,100.224068
2611.1437,100.323456
2609.2153,100.159294
2607.2868,100.078873
2605.3584,100.121445
2603.4299,100.168221
2601.5014,100.103531
2599.5730,99.829483
2597.6445,99.685547
2595.7160,99.775055
2593.7876,99.929253
2591.8591,99.919952
2589.9306,99.912483
2588.0022,100.210037
2586.0737,100.272636
2584.1452,100.301331
2582.2168,100.241081
2580.2883,99.882156
2578.3598,99.671425
2576.4314,99.487900
2574.5029,99.589195
2572.5744,99.977814
2570.6460,99.921562
2568.7175,99.967667
2566.7890,100.049583
2564.8606,99.938622
2562.9321,99.817482
2561.0036,99.921280
2559.0752,100.046722
2557.1467,99.928040
2555.2182,99.750900
2553.2898,99.973618
2551.3613,99.893356
2549.4328,99.461189
2547.5044,99.594620
2545.5759,99.846237
2543.6474,99.643600
